nct_id,title,trial_text
NCT04700332,PyL in Patients With High Risk and Biochemically Recurrent Prostate Cancer,"Inclusion Criteria:

1. Male ≥ 18 years of age.
2. Histologically confirmed adenocarcinoma of the prostate
3. Patients meet one of the follow criteria:

Cohort 1: High risk prostate cancer (PSA \>10, Gleason 8-10, or clinical stage \>T2c) and planned prostatectomy or radiation therapy or Cohort 2: Biochemical prostate cancer relapse (Prostate Specific Antigen (PSA) \> 0.2 ng/ml in patients following prostatectomy or ≥ 2 ng/ml more than the PSA nadir in patient following radiotherapy, as defined by the ASTRO-Phoenix criteria \[18\] and no evidence of malignancy on standard of care imaging for metastases (CT of the chest/abdomen/pelvis and bone scan) within 3 months.

Exclusion Criteria:

1. Presence of a condition or abnormality that in the opinion of the Investigator would compromise the safety of the patient or the quality of the data.
2. Patients who cannot undergo PET/CT scanning because of weight limits. PET/CT scanners may not be able to function with patients over 450 pounds.
3. Change in therapy since standard of care imaging"
NCT06905587,Methylphenidate in Pediatric Brain Tumor Survivors With Cancer-related Fatigue,"Inclusion Criteria:

1. Diagnosed and treated for a brain tumor during childhood or adolescence (0-≤18 years).
2. Treated for a PBT during the previous 10 years, starting from date of diagnosis.
3. Aged ≥6 years 0 months at the start of the trial.
4. Off therapy/active treatment for pediatric brain tumor (PBT) for 12 months at the start of the trial.
5. No known signs of clinical or radiological tumor progression at last follow-up.
6. Danish is the sole or primary language (enabling provision of validated assessment tools).
7. Patient and family have provided consent for inclusion in the trial.
8. Clinically significant fatigue based on the PedsQL MFS questionnaire at baseline, defined by a score ≥ 1 standard deviation below the normative mean.
9. History of clinically relevant fatigue after treatment of PBT compared to estimated premorbid ability, as assessed from consultations in the childhood cancer outpatient clinics.

Exclusion Criteria:

1. Any known contraindications to methylphenidate as outlined below:

   A) Hypersensitivity to the active substance or any excipients listed in the summary of product characteristics. B) Glaucoma. C) Pheochromocytoma. D) Hyperthyroidism. E) Mania. F) Psychosis. G) Anorexia nervosa. H) Current or previous severe depression. I) Suicidal behavior. J) Poorly controlled type 1 bipolar affective disorder. K) Antisocial or borderline personality disorder. L) Pre-existing cardiovascular disorders, including severe hypertension, heart failure, arterial occlusive disease, angina pectoris, hemodynamically significant congenital heart disease, cardiomyopathies, myocardial infarction, potentially life-threatening cardiac arrhythmias and channelopathies. M) Pre-existing cerebrovascular disease, cerebral aneurysm, vascular abnormalities including vasculitis or stroke. N) Treatment with irreversible MAO inhibitors within the last 14 days and reversible MAO inhibitors within the last 24 hours.
2. History of recent poorly controlled seizures.
3. Motor tics or Tourette syndrome (including family history of tic disorder).
4. Known diagnosis of Attention Deficit/Hyperactivity Disorder or Autism Spectrum Disorder.
5. Known diagnosis of Full Scale Intelligence Quotient (FSIQ) of \<50.
6. Pregnancy. Participants known to be pregnant or breastfeeding at screening/registration will not be enrolled in the trial. All sexually active women of childbearing potential (WOCBP) must have a negative pregnancy test prior to the start of treatment. Acceptableeffective contraceptive must be used for the duration of the trial. No further testing is needed during trial, unless the participant suspects to have become pregnant.
7. Concerns about family ability to safely store or administer MPH, or to report side effects appropriately/concerns about familial substance abuse.
8. Concurrent use of opiods (ATC N02A) or benzodiazepines (ATC N05BA and N05CF).
9. Simultaneously enrolled in another clinical trial investigating cancer-related fatigue with a pharmaceutical intervention."
NCT05042687,Comparative Performance of Molecular Breast Imaging (MBI) to Magnetic Resonance Imaging (MRI) of the Breast in Identifying and Excluding Breast Carcinoma in Women at High Risk for Breast Cancer,"Inclusion Criteria:

* The subjects to be studied will include female patients ages 18 and older of any race, identified as carrying an elevated risk for breast cancer referred to MDACC.
* High risk may be defined as having a calculated lifetime risk \>20%, histopathology of lobular neoplasia or atypical ductal hyperplasia, atypia NOS or a genetic mutation known to predispose the patient to breast cancer.
* Subject who are scheduled for a Breast MRI who are willing to participate fully in all aspects of the study including completing both a Breast MRI \& MBI screening exam within a two-week time window, a biopsy of any positive findings and complete a post examination survey. Consent for the enrollment may be obtained upon scheduling the MRI examination. For non-English speakers, a language interpreter will assist in translation.
* Written consent will be obtained from all participants to obtain MBI of the breasts and biopsy as indicated, based on findings. All participants will be asked to provide a post examination survey of their experience with both tests.

Exclusion Criteria:

* Subjects who are pregnant will be excluded as MBI exam involves injection of radioactive tracer
* contrast enhanced MRI involves gadolinium injection, both of which are contraindicated during pregnancy."
NCT05945121,Prehabilitation Program to Improve Cardiac Reserve in High-Risk Patients Undergoing Hematopoietic Stem Cell Transplantation,"Inclusion Criteria:

* Adult 18 years or older
* Referred for HSCT evaluation
* Presence of least one CV risk factor at enrollment (hypertension, hyperlipidemia, atrial fibrillation, obesity, heart failure, history of coronary artery disease, diabetes)
* Able to ambulate unassisted
* Ability to understand and the willingness to sign a written informed consent
* Ability to use Polar Flow heart rate application

Exclusion Criteria:

* Severe anemia (hemoglobin \<7 gm/dl)
* Untreated high-risk coronary artery disease (left main, triple vessel disease)
* Severe aortic stenosis
* Recent fracture as assessed via self-report
* Gross balance deficits
* Severe pain with basic movement
* Unable to ambulate unassisted or exercise
* NYHA class IV heart failure
* Adults unable to give consent, pregnant women, and prisoners are excluded from this study."
NCT06123884,BAT1308 Combined with Platinum-Based Chemotherapy± Bevacizumab for PDL1-Positive (CPS ≥1) Cervical Cancer,"inclusion criteria：

1. Female patients, aged ≥18 years to ≤70 years, who voluntarily sign the informed consent form;
2. With persistent, recurrent or metastatic (the Federation International of Gynecology and Obstetrics \[FIGO\] Stage IVB) cervical cancer confirmed histologically (pathological reports required), including pathological types of squamous cell carcinoma, adenocarcinoma, adenosquamous cell carcinoma and clear-cell renal-cell carcinoma, not amenable to radical surgery and/or radical radiotherapy or radiochemotherapy, with no prior systemic anti-tumor therapy for persistent, recurrent or metastatic cervical cancer;
3. Subjects should be positive for PD-L1 expression (CPS ≥ 1) in tumor specimens by the central laboratory. Subjects should provide sufficient formalin-fixed paraffin-embedded (FFPE) specimens or sections (6 sections recommended, not less than 3 sections), and be willing to undergo a tumor tissue biopsy for PD-L1 testing when necessary. The archival tissues must be representative tumor specimens collected within three years or unstained continuous sections of FFPE tumor tissues freshly resected within six months, and relevant pathological reports of the aforementioned specimens must also be provided. Both surgical resection and biopsy are acceptable methods for acquiring fresh tissue specimens; fine-needle aspiration and liquid-based cytology (TCT) samples (i.e., samples lacking complete tissue structures and providing only cell suspension and/or cell smears) are not acceptable; decalcified bone metastasis tumor tissue specimens are not acceptable;
4. At least one measurable tumor lesion per RECIST v1.1; lesions at sites previously treated with radiotherapy or other loco-regional therapies can only be considered as non-target lesions, unless unequivocal progression of the lesion occurs or the tumor activity of the lesion is confirmed by biopsy and the lesion is measurable
5. Life expectancy ≥12 weeks as evaluated by the investigator;
6. Eastern Cooperative Oncology Group (ECOG) Performance Status score 0 or 1;
7. Female patients of childbearing potential must have a negative serum pregnancy test within 7 days before the first dose and are willing to take effective birth control/contraceptive methods to prevent pregnancy during the study until 6 months after the last dose of the study drug. Postmenopausal women must have amenorrhea for at least 12 months before they are considered as women of non-childbearing potential.

9\. Able to understand trial requirements, willing and able to comply with the trial and follow-up procedures.

exclusion criteria：

1. Subjects with other pathological types of cervical cancer, such as small cell carcinoma, sarcoma, etc.;
2. Pregnant or lactating women;
3. Prior radiotherapy within 14 days before the first dose. Except for palliative area radiotherapy for bone metastases for which pain cannot be effectively controlled by systemic therapy or local pain relief (radiotherapy area \< 5% of bone marrow area); prior chemotherapeutic agents for increasing the sensitization to radiotherapy within 14 days before the first dose; prior use of traditional Chinese patent medicines or treatment with anti-tumor related functions as specified in the NMPA-approved package inserts within 14 days before the first dose, or Chinese herbal medicines for anti-tumor purposes clearly documented in the medical record ;
4. Patients who received live/attenuated vaccines and mRNA vaccines within 4 weeks prior to screening or scheduled to receive those vaccines during the study period;
5. Any prior treatments targeting the mechanism of tumor immunity, such as immune checkpoint inhibitors (e.g., anti-PD-1 antibodies, anti-PD-L1 antibodies, anti-CTLA-4 antibodies, etc.) or therapies that target immune co-stimulatory molecules (e.g., antibodies targeting ICOS, CD40, CD137, GITR, OX40, etc.);
6. AEs caused by prior anti-tumor therapy that are still \> Grade 1 (as per CTCAE v5.0) before the first dose of the study drug (except for AEs, such as alopecia, fatigue, etc., that cannot be recovered to ≤ Grade 1 and will remain stable for a long time as judged by the investigator based on actual clinical situations, except for Grade 2 peripheral neurotoxicity, and hypothyroidism stabilized by hormone replacement therapy); patients who previously experienced ≥ Grade 3 irAEs or discontinued immunotherapy due to irAEs of any grade;
7. Active leptomeningeal disease or poorly controlled brain metastases. Patients with suspected or confirmed brain metastases are allowed to be enrolled if they have no obvious symptoms and the results of imaging examinations performed at least 28 days before the first dose of the study drug showed stable disease and no treatment (e.g., radiotherapy, surgery, or corticosteroid treatment) is required to control the symptoms of brain metastases within 28 days before the first dose of the study drug;
8. Patients who underwent major organ surgery (excluding aspiration biopsy) or experienced significant trauma within 4 weeks before the first dose of the study drug, or those who require elective surgery during the trial period;
9. Subjects with serious infections within 4 weeks before the first dose, including but not limited to the infection-related complications, bacteremia and severe pneumonia requiring hospitalization; subjects with active infection before the first dose are excluded;
10. Patients with the following infectious diseases: human immunodeficiency virus (HIV) infection; active hepatitis B virus infection \[hepatitis B surface antigen (HBsAg) positive, and the result for hepatitis B virus deoxyribonucleic acid (HBV-DNA) test \> 500 IU/ml or 103 copies/ml or above the upper limit of normal at the testing institution\]; hepatitis C virus infection \[anti-HCV antibodies and hepatitis C virus ribonucleic acid (HCV-RNA) test positive\]; Treponema pallidum antibody positive and rapid plasma reagin (RPR) positive;
11. Subjects with tuberculosis untreated or under treatment, including but not limited to pulmonary tuberculosis; patients whose tuberculosis was cured after standardized anti-tuberculosis treatment as confirmed by the investigator may be included;
12. Subjects with known history of severe allergy or prior ≥ Grade 3 allergic reactions to macromolecular protein preparations/monoclonal antibodies, and any component of the investigational drug;
13. Known to have any contraindication to cisplatin/carboplatin or paclitaxel, or allergy to any of their components;
14. Clinically significant hydronephrosis that cannot be relieved by nephrostomy or ureteral stent insertion as judged by the investigator;
15. Subjects with uncontrollable pleural effusion, pericardial effusion, or ascites requiring repeated drainage;
16. Patients with active or potentially recurrent autoimmune disease (excluding patients with vitiligo, autoimmune thyroid disorder that can be treated with hormone replacement therapy, or type 1 diabetes mellitus);
17. Patients who required systemic treatment with glucocorticoid (\>10 mg/day of prednisone or equivalent) or other immunosuppressive agents within 14 days before the first dose of the study drug, except for the following situations: ① topical, ocular, intra-articular, nasal, and inhaled glucocorticoid therapy; ② short-term use of glucocorticoid for prophylaxis (e.g., prevention of contrast allergy);
18. Subjects with a history of noninfectious pneumonitis requiring glucocorticoid therapy within 1 year before the first dose or with current interstitial lung disease;
19. History of severe cardiovascular and cerebrovascular disorders, including but not limited to: ① New York Heart Association (NYHA) Class II or above cardiac failure or left ventricular ejection fraction (LVEF) \<50%; ② Severe cardiac rhythm or conduction abnormalities, such as ventricular arrhythmia requiring clinical intervention, II-III degree atrioventricular block, etc.; ③ Acute coronary syndrome, congestive cardiac failure, aortic dissection, stroke, or other Grade 3 or above cardiovascular and cerebrovascular events within 6 months before the first dose; ④ Clinically uncontrollable hypertension (defined in this protocol as systolic blood pressure \> 160 mmHg and/or diastolic blood pressure \> 100 mmHg despite the use of antihypertensive therapy);"
NCT07024849,Developing an Ecological and Tailored Nutritional Intervention to Improve Quality of Life in Esophageal Cancer Survivors,"Inclusion Criteria:

* Patients with clinical stage 1-3 primary esophageal cancer at diagnosis who have planned or received treatment, including esophageal resection and reconstruction, with curative intent, and their families\*.
* You are at least 18 years of age
* Have a native-level understanding of Korean
* Who consented to this study

Exclusion Criteria:

* Concurrent multiple cancers at the time of diagnosis or a history of diagnosed and treated other organ cancers within the past year at the time of diagnosis
* Have had esophageal resection and reconstruction surgery for other reasons before being diagnosed with esophageal cancer
* Persons with limited cognitive and communication abilities
* The patient has had problems progressing to oral feeding after surgery, requiring a concurrent ileostomy, or the investigator determines that an interventional study is not appropriate.
* Individuals with reduced renal function for whom protein intake is not recommended (estimated GFR \<60 mL/min/1.73 m2)
* People who are unable to walk due to joint problems, paralysis, etc.
* Those who do not use smartphones"
NCT06969430,"A Study to Assess the Safety, Tolerability, and Antileukemic Activity of Debio 1562M in Participants With Acute Myeloid Leukemia (AML)","Inclusion Criteria:

* For Phase 1-Dose escalation: Relapsed/refractory (R/R) AML (excluding acute promyelocytic leukemia) based on World Health Organization (WHO) Classification 2022 and relapsed/refractory higher-risk myelodysplastic syndrome (R/R HR -MDS) (includes high- and very high-risk MDS) as confirmed by the Revised International Prognostic Scoring System (IPSS-R) for whom no standard therapy of proven benefit is available.
* For Phase1-Dose optimization and Phase 2: R/R AML (excluding acute promyelocytic leukemia) based on world health organization (WHO) classification 2022 for whom no standard therapy of proven benefit is available.
* Eastern Cooperative Oncology Group performance (ECOG PS) status ≤2.
* Previous treatment-related toxicities must be resolved to ≤Grade 1 (excluding alopecia).
* Individuals with prior autologous or allogeneic bone marrow (BM) transplant are eligible.
* Prior allogeneic transplant must meet the following conditions: the transplant must have been performed more than 120 days before the first administration of Debio 1562M, the participant must not have ≥Grade 1 active graft versus host disease (GvHD) at the time of trial treatment start and must be off all immunosuppression for at least 2 weeks prior to starting treatment with Debio 1562M. Steroid use \[equivalent to ≤20 milligrams (mg) prednisone\] before and during the trial is allowed as long as this is not being used as post-transplant immunosuppression or graft versus host disease (GVHD) directed therapy.
* Adequate renal and hepatic function defined as:

  1. Estimated glomerular filtration rate (eGFR) ≥60 milliliter per minute (mL/min) based on the chronic kidney disease-Epidemiology Collaboration based on creatinine (CKD-EPIcr) 2021 equation.
  2. Aspartate transaminase (AST) and alanine aminotransferase (ALT) ≤3 × upper limit of normal (ULN).
  3. Serum total bilirubin level ≤1.5× ULN (for participants with Gilbert's syndrome or chronic blood transfusions, total bilirubin ≤3.0× ULN).

Exclusion criteria:

* Any prior exposure to cluster of differentiation (CD) 37 targeting agents.
* Clinically active infection including known active hepatitis B or C, human immunodeficiency virus infection, or cytomegalovirus or any other known concurrent infectious disease that, in the judgment of the Investigator, would make a participant inappropriate for enrollment into this trial (retesting not required).
* Clinically significant cardiac dysfunction within 6 months before enrollment including New York Heart Association Class III or IV heart failure, uncontrolled angina, myocardial infraction, severe uncontrolled ventricular arrhythmias, QT interval corrected for HR according to Fridericia's formula (QTcF) \>470 ms.
* Clinically significant and active cardiopulmonary disease.
* Other malignancies, except of:

  1. Hematologic malignancies other than those being investigated for which individuals are not on active antineoplastic therapy
  2. Nonhematologic malignancies in remission and for which individuals must have completed all antineoplastic therapy at least 6 months before trial treatment start and all treatment-related toxicities must have resolved to ≤Grade 1.
* Evidence for active central nervous system (CNS) leukemia involvement. If the participant has a prior history of CNS AML, the participant must have at least 2 negative cerebrospinal fluid (CSF) analyses and either a magnetic resonance imaging (MRI) or computed tomography (CT) (if MRI is not feasible) of the brain demonstrating no evidence of CNS disease.
* Evidence of peripheral neuropathy Grade ≥2.
* History of hypersensitivity to Debio 1562M (including its components), or any of its excipients.
* Treatment with any antileukemic therapy including chemotherapy, immunotherapy, radiotherapy, hormonal, biologic, or any investigational agent within 14 days or within 5 half-lives of the investigational treatment prior to first dose of trial treatment, whichever is shorter. Hydroxyurea may be given prior to and after trial treatment start for control of leukocytosis.
* Major surgery within 4 weeks prior to the start of treatment, or participant who have not recovered from side effects of the surgery.
* Pregnancy or breastfeeding.

Note: Other Inclusion/Exclusion criteria may apply."
NCT05203328,Prospective Study to Evaluate High Flow Nasal Cannula With Monitored Anesthesia Care During EBUS Bronchoscopy,"Inclusion Criteria:

* age\>18 years
* patient undergoing EBUS bronchoscopy with moderate conscious sedation.

Exclusion Criteria:

* subjects with previous nasal surgeries
* subjects with oxygen saturation \<90% on room air prior to procedure
* subjects who are pregnant
* subjects with known facial fractures or recent facial trauma
* subjects on any anticoagulation that cannot be discontinued prior to the procedure"
NCT03394365,A Phase 3 Study of Tabelecleucel for Participants With Epstein-Barr Virus-Associated Post-Transplant Lymphoproliferative Disease After Failure With Rituximab or Rituximab and Chemotherapy,"Inclusion Criteria:

1. Prior SOT of kidney, liver, heart, lung, pancreas, small bowel, or any combination of these (C-SOT); or prior allogeneic HCT (C-HCT).
2. A diagnosis of locally assessed, biopsy-proven EBV+ PTLD.
3. Availability of appropriate partially HLA-matched and restricted tabelecleucel has been confirmed by the sponsor.
4. Measurable, 18F-deoxyglucose (FDG)-avid (Deauville score ≥ 3) systemic disease using Lugano Classification response criteria by positron emission tomography (PET)-diagnostic computed tomography (CT), except when contraindicated or mandated by local practice, then magnetic resonance imaging (MRI) may be used. For participants with treated central nervous system (CNS) disease, a head CT and/or brain/spinal MRI as clinically appropriate will be required to follow CNS disease response per Lugano Classification response criteria.
5. Treatment failure of rituximab or interchangeable commercially available biosimilar monotherapy (C-SOT-R or C-HCT) or rituximab plus any concurrent or sequentially administered chemotherapy regimen (C-SOT-R+C) for treatment of PTLD.
6. Males and females of any age.
7. Eastern Cooperative Oncology Group performance status ≤ 3 for participants aged ≥ 16 years; Lansky score ≥ 20 for participants \< 16 years.
8. For C-HCT only: If allogeneic HCT was performed as treatment for an acute lymphoid or myeloid malignancy, the underlying primary disease for which the participant underwent transplant must be in morphologic remission.
9. Adequate organ function.

   1. Absolute neutrophil count ≥ 1000/μL, (C-SOT) or ≥ 500/μL (C-HCT), with or without cytokine support.
   2. Platelet count ≥ 50,000/μL, with or without transfusion or cytokine support. For C-HCT, platelet count \< 50,000/μL but ≥ 20,000/μL, with or without transfusion support, is permissible if the participant has not had grade ≥ 2 bleeding in the prior 4 weeks (where grading of the bleeding is determined per the National Cancer Institute's Common Terminology Criteria for Adverse Events \[CTCAE\], version 5.0).
   3. Alanine aminotransferase (ALT), aspartate aminotransferase (AST), and total bilirubin each \< 5 × the upper limit of normal; however, ALT, AST, and total bilirubin each ≤ 10 × upper limit of normal is acceptable if the elevation is considered by the investigator to be due to EBV and/or PTLD involvement of the liver as long as there is no known evidence of significant liver dysfunction.
10. Participant or participant's representative is willing and able to provide written informed consent.

Exclusion Criteria:

1. Currently active Burkitt, T-cell, NK/T-cell lymphoma/LPD, Hodgkin, plasmablastic, transformed lymphoma, active hemophagocytic lymphohistiocytosis, or other malignancies requiring systemic therapy.
2. Daily steroids of \> 0.5 mg/kg prednisone or glucocorticoid equivalent, ongoing methotrexate, or extracorporeal photopheresis.
3. Untreated CNS PTLD or CNS PTLD for which the participant is actively receiving CNS-directed chemotherapy (systemic or intrathecal) or radiotherapy at enrollment. NOTE: Participants with previously treated CNS PTLD may enroll if CNS-directed therapy is complete.
4. Suspected or confirmed grade ≥ 2 graft-versus-host disease (GvHD) per the Center for International Blood and Marrow Transplant Research consensus grading system at enrollment.
5. Ongoing or recent use of a checkpoint inhibitor agent (eg, ipilimumab, pembrolizumab, nivolumab) within 3 drug half-lives from the most recent dose to enrollment.
6. For C-HCT: active adenovirus viremia.
7. Need for vasopressor or ventilatory support.
8. Antithymocyte globulin or similar anti-T cell antibody therapy ≤ 4 weeks prior to enrollment.
9. Treatment with Epstein-Barr virus cytotoxic T lymphocytes or chimeric antigen receptor T cells directed against B cells within 8 weeks of enrollment (C-SOT or C-HCT), or unselected donor lymphocyte infusion within 8 weeks of enrollment (C-HCT only).
10. Female who is breastfeeding or pregnant or female of childbearing potential or male with a female partner of childbearing potential unwilling to use a highly effective method of contraception.
11. Inability to comply with study-related procedures.
12. Any medical condition or organ system dysfunction that in the investigator';s opinion, could compromise the participant's safety or ability to complete the study."
NCT05588700,Impact of a Physical Activity Program to Reduce Long-term Cancer-related Fatigue in Metastatic Testicular Germ Cell Tumor Patients,"Inclusion Criteria:

* Men ≥18 years
* With a metastatic germ cell tumor histologically confirmed (seminoma and non-seminoma)
* Who have already undergone an orchidectomy
* Having a first line of chemotherapy planned with BEP, EP or VIP
* Having a smartphone (i.e. to connect the activity tracker)
* PS \< or = 2
* Whose ability to practice an adapted physical activity (APA) has been certified by a medical certificate issued by the referring oncologist or the investigating physician
* Available and willing to participate in the study for the duration of the intervention and follow-up,
* Able to understand, read and write French,
* Affiliated with a social security scheme,
* Having dated and signed an informed consent.

Exclusion Criteria:

* Presence of symptomatic bone and/or brain metastases
* Central nervous system involvement with neurological deficits preventing walking
* History or coexistence of another primary cancer (apart from in situ cancer of any location and/or basal cell skin cancer and/or basal cell skin cancer and/or a cancer in complete remission for more than 3 years),
* Contraindication to physical activity (e.g. uncontrolled hypertension, uncontrolled heart disease) uncontrolled heart disease),
* Unable to be followed for medical, social, family, geographical or psychological reasons, during the entire study period,
* Deprived of liberty by judicial or administrative decision, or adults protected by law,
* Concurrent participation in another study in PA."
NCT06270771,OURA Ring Wearable Testing in MDS Patients: a Feasibility and Discovery Pilot Study,"Inclusion Criteria:

1. Provision of signed and dated informed consent form
2. Stated willingness to comply with all study procedures and availability for the duration of the study
3. Male or female, aged 18 or older
4. Able to read, write and speak English or French (non-English or French speaking patients may participate if appropriate translation is used)
5. Diagnosed with Myelodysplastic Syndrome using WHO 2022 criteria (12) all risk groups
6. Ability to wear the OURA ring and operate the associated smart-phone app, and willing to adhere to the study regimen

Exclusion Criteria:

1. Performance status ECOG \> 3.
2. Cognitive or physical impairment preventing the usage or utilization of the OURA ring and smart phone."
NCT06081244,"NeoAdj. Therapy Comparing Sacituzumab Govitecan (SG) vs. SG+Pembrolizumab in Low-risk, Triple-neg. EBC (ADAPT-TN-III)","Inclusion Criteria:

1. ER + PR negative or low positive (≤10% positive cells in IHC), and HER2 negative (i.e., IHC 0 - 1+ or IHC 2+ with FISH negative) breast cancer
2. All patients, independent from gender
3. ≥18 years at diagnosis
4. Histologically confirmed unilateral, primary invasive carcinoma of the breast Note: bilateral, multicentric, or multifocal carcinoma may be included, if there is a clear target lesion, that is subject to treatment decisions and solely evaluated and documented for study purposes.
5. Clinical stage I: cT1a-c, cN0 (clinical stage II only, if patient does not qualify for neoadjuvant polychemotherapy+PEM, e.g., elderly population, per investigator´s decision)
6. No clinical evidence for distant metastasis (M0)
7. Tumour block available for central pathology review
8. Performance Status ECOG ≤ 1 or KI ≥ 80%
9. Negative pregnancy test (urine or serum) within 7 days prior to registration in premenopausal patients
10. Written informed consent prior to beginning specific protocol procedures, including expected cooperation of the patients for the treatment and follow-up, must be obtained and documented according to the local regulatory requirements
11. The patient must be willing and able to comply with the requirements and restrictions in this protocol and accessible for treatment and follow-up
12. Laboratory requirements:

    * Leucocytes ≥3.5 109/L,
    * Neutrophils \> 1.5 109/L,
    * Platelets ≥100 109/L,
    * Haemoglobin ≥10 g/dL,
    * AP \< 5.0 ULN,
    * AST ≤2.5 x ULN,
    * ALT ≤2.5 x ULN,
    * Total bilirubin ≤1 x ULN,
    * Creatinine ≤1.5 × ULN OR clearance ≥30 mL/min for participant with creatinine levels \>1.5 × institutional ULN
13. Clinical assessments:

    • LVEF within normal limits of each institution, measured by echocardiography and normal ECG (within 42 days prior to treatment)
14. The following age-specific requirements apply:

    * Women aged \<50 years will be considered post-menopausal if they have been amenorrhoeic for 12 months or more following cessation of exogenous hormonal treatments and if they have luteinizing hormone (LH) and follicle-stimulating hormone (FSH) levels in the post-menopausal range for the site.
    * Women aged ≥ 50 years will be considered post-menopausal if they have been amenorrhoeic for 12 months or more following cessation of all exogenous hormonal treatments.
15. Females on hormone replacement therapy (HRT) and whose menopausal status is in doubt will be required to use one of the contraception methods outlined for women of child-bearing potential if they wish to continue their HRT during the study. Otherwise, they must discontinue HRT to allow confirmation of post-menopausal status prior to randomization/study enrolment. For most forms of HRT, at least 2-4 weeks will elapse between the cessation of therapy and the blood draw; this interval depends on the type and dosage of HRT. Following confirmation of their post-menopausal status, they can resume use of HRT during the study without use of a contraceptive method.
16. Female patients of childbearing potential who are sexually active with a non-sterilized male partner must use at least one highly effective method of contraception, presented in Table 1 (see Section 4.4.2), from the time of screening and must agree to continue using such precautions for 7 months after the last dose of IMP. Not all methods of contraception are highly effective. Female patients must refrain from breastfeeding while on study and for 7 months after the last dose of IMP. Complete heterosexual abstinence for the duration of the study and drug washout period is an acceptable contraceptive method if it is line with the patient's usual lifestyle (consideration must be made to the duration of the clinical trial); however, periodic, or occasional abstinence, the rhythm method, and the withdrawal method are not acceptable.
17. Female patients must not donate, or retrieve for their own use, ova from the time of randomisation and throughout the study treatment period, and for at least 7 months after the final study drug administration. They should refrain from breastfeeding throughout this time. Preservation of ova may be considered prior to enrolment in this study.
18. A male participant must agree to use a contraception as detailed in Appendix C of this protocol during the treatment period and for at least 7 months after the last dose of study treatment and refrain from donating sperm during this period.

Exclusion Criteria:

1. Known hypersensitivity reaction to the compounds or incorporated substances of the IMPs
2. Prior malignancy with a disease-free survival of \< 5 years, except curatively treated basalioma of the skin or pTis of the cervix uteri
3. Any history of invasive breast cancer
4. Previous or concurrent treatment with cytotoxic agents for any non-oncological reason unless clarified with sponsor
5. Concurrent treatment with other experimental drugs
6. Participation in another interventional clinical trial with or without any investigational not marketed drug within 30 days prior to study entry
7. Concurrent pregnancy; patients of childbearing potential or potentially childbearing partners of male patients must implement a highly effective (less than 1% failure rate) non-hormonal contraceptive measures during the study treatment
8. Breast feeding woman
9. Reasons indicating risk of poor compliance
10. Patients not able to consent
11. Known polyneuropathy ≥ grade 2
12. Severe and relevant co-morbidity that would interact with the application of cytotoxic agents or the participation in the study including recovery from major surgery, autoimmune disease, known psychiatric/substance abuse disorders, acute cystitis, ischuria, and chronic kidney disease
13. Uncontrolled infection requiring i.v. antibiotics, antivirals, or antifungals
14. History of pneumonitis
15. Active primary immunodeficiency, known human immunodeficiency virus (HIV) infection, or active hepatitis B or C infection. Patients positive for hepatitis C (HCV) antibody are eligible only if polymerase chain reaction is negative for HCV RNA. Patients should be tested for HIV prior to randomisation if required by local regulations or ethics committee (EC).
16. Have active hepatitis B virus (HBV) or hepatitis C virus (HCV). In patients with a history of HBV or HCV, patients with detectable viral loads will be excluded.

    * Patients who test positive for hepatitis B surface antigen (HBsAg). Patients who test positive for hepatitis B core antibody (anti-HBc) will require HBV DNA by quantitative polymerase chain reaction (PCR) for confirmation of active disease.
    * Patients who test positive for HCV antibody will require HCV RNA by quantitative PCR for confirmation of active disease. Patients with a known history of HCV or a positive HCV antibody test will not require a HCV antibody at screening and will only require HCV RNA by quantitative PCR for confirmation of active disease.
17. Patients who test positive for HIV antibody."
NCT07125209,Cognitive Impact of Neoadjuvant Chemotherapy for Ovarian Cancer,"Inclusion Criteria:

* Age 18 or older
* Pathological diagnosis of suspected epithelial ovarian cancer; of note, patients with suspected epithelial ovarian cancer who are pending a pathological diagnosis/biopsy may be enrolled onto the study ahead of their biopsy. If the biopsy result is later inconsistent with epithelial ovarian cancer, they will be removed from the study and replaced
* Planned to received neoadjuvant chemotherapy with carboplatin and paclitaxel; alternatives to these agents including abraxane, docetaxel, cisplatin may be used if patients have a chemotherapy reaction or otherwise cannot receive carboplatin and paclitaxel per usual standard of care
* Patients may be receiving bevacizumab and may receive PARP inhibitors as a maintenance treatment; those receiving any other targeted therapy will be excluded

Exclusion Criteria:

* History of diagnosed cognitive impairment, including dementia
* History of traumatic brain injury
* English is not their primary language
* Known hearing or visual impairment not corrected with hearing devices and glasses/contacts
* Upper extremity motor impairment that would impact ability to perform the Trail Making Test
* Baseline Mini Mental State Exam (MMSE) score less than 18"
